date,direction,clean_amount,description,raw,category
2024-06-21,OUT,178.88,"OD Loan Repayment to 232323 - Completed                                              -178.88             3,871.12","SFL36VFD85         2024-06-21 13:53:54   OD Loan Repayment to 232323 - Completed                                              -178.88             3,871.12",Savings/Loans
2024-06-21,OUT,3,Pay Bill Charge                    Completed                                           -3.00                  0.00,SFL96S2XZP         2024-06-21 13:27:56   Pay Bill Charge                    Completed                                           -3.00                  0.00,Uncategorized
2024-06-21,OUT,50,Pay Bill Online Fuliza M-Pesa to Completed                                            -50.00                  3.00,SFL96S2XZP         2024-06-21 13:27:56   Pay Bill Online Fuliza M-Pesa to Completed                                            -50.00                  3.00,Uncategorized
2024-06-21,OUT,53,OverDraft of Credit Party          Completed                          53.00                                 53.00,SFL96S2XZP         2024-06-21 13:27:56   OverDraft of Credit Party          Completed                          53.00                                 53.00,Uncategorized
2024-06-21,OUT,3,Pay Bill Charge                    Completed                                           -3.00                  0.00,SFL561SL6N         2024-06-21 09:48:08   Pay Bill Charge                    Completed                                           -3.00                  0.00,Uncategorized
2024-06-21,OUT,50,Pay Bill Online Fuliza M-Pesa to Completed                                            -50.00                  3.00,SFL561SL6N         2024-06-21 09:48:08   Pay Bill Online Fuliza M-Pesa to Completed                                            -50.00                  3.00,Uncategorized
2024-06-21,OUT,53,OverDraft of Credit Party          Completed                          53.00                                 53.00,SFL561SL6N         2024-06-21 09:48:08   OverDraft of Credit Party          Completed                          53.00                                 53.00,Uncategorized
2024-06-21,OUT,95,Merchant Payment Fuliza M-Pesa Completed                                              -95.00                  0.00,SFL95V129L         2024-06-21 08:45:04   Merchant Payment Fuliza M-Pesa Completed                                              -95.00                  0.00,Other Merchant Payment
2024-06-21,OUT,71.1,OverDraft of Credit Party          Completed                          71.10                                 95.00,SFL95V129L         2024-06-21 08:45:04   OverDraft of Credit Party          Completed                          71.10                                 95.00,Uncategorized
2024-06-21,OUT,3,Pay Bill Charge                    Completed                                           -3.00                23.90,SFL05J9HYQ         2024-06-21 06:12:12   Pay Bill Charge                    Completed                                           -3.00                23.90,Uncategorized
2024-06-21,OUT,50,Pay Bill Online to 776611JAMII Completed                                              -50.00                26.90,SFL05J9HYQ         2024-06-21 06:12:12   Pay Bill Online to 776611JAMII Completed                                              -50.00                26.90,Uncategorized
